VendorNumber,VendorName,Brand,Description,Volume,ActualPrice,PurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
4425,MARTIGNETTI COMPANIES,46985,Rodney Strong Cab Svgn Alexa,750.0,22.99,3118.5,3393,53439.75,2793.0,66305.07000000011,36386.7600000007,310.2800000000077,144929.23999999993,12865.320000000109,19.403222106544927,0.8231653404067197,1.240744389709909,15.75,Large,13793.999999999998
4466,AMERICAN VINTAGE BEVERAGE,5215,TGI Fridays Long Island Iced,1750.0,12.99,6681.099999999937,4923,46325.42999999972,4651.0,60416.489999999365,41542.020000000404,8548.960000000316,793.9100000000002,14091.059999999648,23.323201993362733,0.9447491367052611,1.3041754820192653,9.409999999999943,Large,3533.28
4466,AMERICAN VINTAGE BEVERAGE,5255,TGI Fridays Ultimte Mudslide,1750.0,12.99,7984.900000000123,6215,58110.24999999952,6096.0,79187.04000000165,51180.59999999889,11204.280000000444,793.9100000000002,21076.790000002133,26.616464007243728,0.9808527755430411,1.362703481743794,9.349999999999923,Large,1545.81
4550,KLIN SPIRITS LLC,3209,Hammer & Sickle Vodka,750.0,19.99,13113.239999999834,5733,80663.30999999911,5710.0,114142.90000000544,80379.79000000171,4500.409999999938,531.4999999999999,33479.59000000633,29.331294368729665,0.9959881388452817,1.4150535106978215,14.069999999999844,Large,459.77
4550,KLIN SPIRITS LLC,3306,Hammer & Sickle Vodka,1750.0,28.99,8343.999999999949,1080,22528.800000000003,825.0,32468.750000000324,25646.52000000029,1516.7499999999911,531.4999999999999,9939.95000000032,30.613897978826476,0.7638888888888888,1.4412108057242428,20.860000000000003,Medium,7392.45
4550,KLIN SPIRITS LLC,4248,Spiced Root Marley Rum,750.0,14.99,10.86,14,152.04,20.0,299.8,104.92999999999999,15.759999999999998,531.4999999999999,147.76000000000002,49.28619079386258,1.4285714285714286,1.9718495132859775,10.86,Small,-89.94
4550,KLIN SPIRITS LLC,4289,Silver Root Marley Rum,750.0,14.99,21.56,13,140.14,51.0,764.4900000000002,584.6100000000002,40.23999999999998,531.4999999999999,624.3500000000003,81.66882496827952,3.923076923076923,5.455187669473386,10.78,Small,-569.62
4692,KOBRAND CORPORATION,3962,Vikingfjord Vodka,1750.0,21.99,11.93,16,190.88,69.0,1103.3100000000002,319.80000000000007,126.79000000000002,9139.380000000001,912.4300000000002,82.69933201004251,4.3125,5.780123637887679,11.93,Small,-1165.47
4692,KOBRAND CORPORATION,5322,Linie Aquavit,750.0,22.99,487.76000000000033,268,4668.5599999999995,438.0,10921.619999999948,7104.149999999957,345.17000000000036,9139.380000000001,6253.059999999949,57.25396049304021,1.6343283582089552,2.3393980156622063,17.419999999999998,Medium,-3908.2999999999997
4692,KOBRAND CORPORATION,5327,Alize Red Passion,750.0,19.99,15.99,6,95.94,7.0,139.93,39.98,5.51,9139.380000000001,43.99000000000001,31.437147145001077,1.1666666666666667,1.458515739003544,15.99,Small,-19.99
4692,KOBRAND CORPORATION,5396,Tia Maria Coffee Liqueur,750.0,19.99,6070.000000000039,5937,72075.17999999995,5800.0,106146.00000000393,64322.86999999766,4569.759999999951,9139.380000000001,34070.82000000398,32.09807246622833,0.9769243725787434,1.4727122429663582,12.139999999999992,Large,2738.6299999999997
4692,KOBRAND CORPORATION,6162,Jadot Pouilly Fuisse,750.0,21.99,8003.159999999903,8422,119508.1799999995,8574.0,188476.26000000013,85628.0800000028,955.4200000000487,9139.380000000001,68968.08000000063,36.59244936205789,1.0180479696034197,1.5770992412402307,14.18999999999994,Large,-3342.4799999999996
4692,KOBRAND CORPORATION,6681,Cakebread Svgn Bl,750.0,23.99,5561.500000000019,4167,66213.63000000012,4253.0,102029.47000000134,47284.28999999973,473.760000000015,9139.380000000001,35815.84000000122,35.10342649040591,1.0206383489320854,1.5409134040831345,15.890000000000029,Large,-2063.14
4692,KOBRAND CORPORATION,6864,St Francis Chard,750.0,13.99,4959.000000000112,12283,67679.33000000071,12155.0,127023.29000000426,57602.78999999689,1355.1999999999591,9139.380000000001,59343.96000000354,46.71895996395744,0.9895790930554424,1.876840240587531,5.510000000000058,Large,1790.72
4692,KOBRAND CORPORATION,7265,Taylor Fladgate LBV Port,750.0,16.99,1567.500000000004,1668,17430.600000000002,1573.0,26456.27000000025,18274.170000000006,174.23000000000172,9139.380000000001,9025.67000000025,34.115428970146446,0.9430455635491607,1.5178060422475559,10.450000000000001,Large,1614.05
4692,KOBRAND CORPORATION,7266,Fonseca Bin No 27,750.0,14.99,1535.5200000000043,2000,18280.000000000033,1854.0,28262.460000000487,18580.800000000003,205.5600000000047,9139.380000000001,9982.460000000454,35.32056303662272,0.927,1.5460864332604176,9.140000000000017,Large,2188.54
4692,KOBRAND CORPORATION,8072,Taittinger Brut La Francais,750.0,44.99,12370.04999999991,4832,120751.68000000027,4465.0,173745.3499999992,82064.12000000091,497.59000000001424,9139.380000000001,52993.66999999892,30.500770236440385,0.9240480132450332,1.4388648671388986,24.990000000000055,Large,16511.33
4692,KOBRAND CORPORATION,8076,Jadot Moulin-a-Vent Jacques,750.0,17.99,35.04,24,280.32,16.0,295.84000000000003,169.91,1.7800000000000005,9139.380000000001,15.520000000000039,5.246078961600878,0.6666666666666666,1.055365296803653,11.68,Small,143.92
4692,KOBRAND CORPORATION,8496,Jadot Chardonnay,750.0,14.99,3056.0599999999813,3011,34987.81999999992,3016.0,46787.840000000026,22375.56000000044,2375.1699999999814,9139.380000000001,11800.020000000106,25.220270907996824,1.0016605778811025,1.3372607953282065,11.619999999999973,Large,-74.95
4692,KOBRAND CORPORATION,8580,Alize Coco Liqueur,750.0,15.99,12.59,6,75.54,6.0,95.94,63.96,4.73,9139.380000000001,20.39999999999999,21.263289555972477,1.0,1.2700555996822873,12.590000000000002,Small,0.0
4692,KOBRAND CORPORATION,8627,Jadot Beaujolais Villages,750.0,9.99,7417.320000000089,23791,130136.76999999884,23741.0,222471.82000000073,72118.97999999966,2656.389999999914,9139.380000000001,92335.0500000019,41.50415544764348,0.997898364927914,1.709523142460065,5.469999999999951,Large,499.5
4692,KOBRAND CORPORATION,8628,Jadot Macon Villages Blanc,750.0,11.99,3730.6499999999596,9134,54347.30000000037,10066.0,120124.34000000384,46778.10999999957,1123.9800000000257,9139.380000000001,65777.04000000347,54.75746214297733,1.1020363477118458,2.210309251793613,5.95000000000004,Large,-11174.68
4692,KOBRAND CORPORATION,8744,Jadot Bourgogne Pinot Noir,750.0,17.99,2956.800000000009,2807,34582.23999999999,2783.0,50669.17000000011,32119.3600000012,308.6300000000098,9139.380000000001,16086.930000000117,31.74895108800891,0.991449946562166,1.4651789473440737,12.319999999999997,Large,431.76
4692,KOBRAND CORPORATION,10336,Poema Brut Cava Penedes,750.0,11.99,56.7,38,307.8,31.0,371.6900000000001,251.79000000000008,3.4400000000000004,9139.380000000001,63.8900000000001,17.18905539562541,0.8157894736842105,1.207569850552307,8.1,Small,83.93
4692,KOBRAND CORPORATION,11274,Nardi Brunello di Montalcino,750.0,49.99,32.18,1,32.18,13.0,649.87,199.96,1.45,9139.380000000001,617.69,95.04824041731425,13.0,20.194841516469857,32.18,Small,-599.88
4692,KOBRAND CORPORATION,11279,Cabreo Il Borgo Toscana,750.0,44.99,29.21,6,175.26,17.0,764.83,629.86,1.8700000000000006,9139.380000000001,589.57,77.08510387929344,2.8333333333333335,4.3639735250484994,29.209999999999997,Small,-494.89000000000004
4692,KOBRAND CORPORATION,11280,Cabreo La Pietra White,750.0,28.99,37.64,8,150.56,42.0,1253.5800000000002,872.7100000000002,4.660000000000001,9139.380000000001,1103.0200000000002,87.98959779192394,5.25,8.326115834218918,18.82,Small,-985.66
4692,KOBRAND CORPORATION,11668,Taittinger Brut Francaise,6000.0,382.99,260.54,1,260.54,1.0,382.99,382.99,0.9,9139.380000000001,122.44999999999999,31.97211415441656,1.0,1.4699854149074998,260.54,Small,0.0
4692,KOBRAND CORPORATION,11915,Sequoia Grove Cab Svgn,750.0,32.99,3743.5999999999885,2867,56193.19999999998,2050.0,65067.49999999999,34683.09000000058,227.79000000000372,9139.380000000001,8874.30000000001,13.638606062934661,0.7150331356818974,1.1579248022892452,19.599999999999994,Large,26952.83
4692,KOBRAND CORPORATION,12181,Cakebread Chard,750.0,35.99,10599.839999999887,5742,140564.1599999996,5188.0,194360.1199999997,78452.0600000006,578.8700000000188,9139.380000000001,53795.96000000011,27.678497008542795,0.9035179380006966,1.382714626544919,24.47999999999993,Large,19938.460000000003
4692,KOBRAND CORPORATION,12271,Caposaldo Prosecco Brut,750.0,14.99,493.62000000000063,693,6001.380000000003,696.0,9137.039999999937,5301.969999999948,77.2999999999999,9139.380000000001,3135.6599999999344,34.318116151400844,1.0043290043290043,1.5224898273397007,8.660000000000004,Medium,-44.97
4692,KOBRAND CORPORATION,13081,Dom Ferret Pouilly Fuisse,750.0,32.99,1599.75,485,9821.25,466.0,14683.339999999936,9540.969999999948,51.62999999999987,9139.380000000001,4862.0899999999365,33.11297020977487,0.9608247422680413,1.495058164693897,20.25,Medium,626.8100000000001
4692,KOBRAND CORPORATION,13082,Cakebread Chard Rsv,750.0,54.99,431.28,71,2551.739999999999,54.0,2969.4599999999996,1649.7,6.0,9139.380000000001,417.7200000000007,14.067204138126149,0.7605633802816901,1.1637000634860921,35.93999999999998,Small,934.83
4692,KOBRAND CORPORATION,13229,Cakebread Vine Hill Cab,750.0,99.99,135.12,12,810.72,17.0,1699.83,1499.85,1.8700000000000008,9139.380000000001,889.1099999999999,52.30581881717583,1.4166666666666667,2.096691829484902,67.56,Small,-499.95
4692,KOBRAND CORPORATION,13654,Alta Vista Malbec Mendoza,750.0,12.99,6.57,12,78.84,12.0,137.88,91.91999999999999,1.3300000000000003,9139.380000000001,59.03999999999999,42.81984334203655,1.0,1.7488584474885844,6.57,Small,0.0
4692,KOBRAND CORPORATION,14105,Cakebread Dancing Bear Cab S,750.0,114.99,300.64,15,1127.4,34.0,3909.659999999998,1954.83,3.7999999999999985,9139.380000000001,2782.259999999998,71.16373290772086,2.2666666666666666,3.467855242150078,75.16000000000001,Small,-2184.81
4692,KOBRAND CORPORATION,15089,Mont Redon Cotes du Rhone,750.0,12.99,1327.1400000000006,3006,19749.420000000024,2675.0,26789.250000000295,13931.099999999744,297.3700000000073,9139.380000000001,7039.830000000271,26.278563229654406,0.8898868928809048,1.3564575567282615,6.570000000000008,Large,4299.6900000000005
4692,KOBRAND CORPORATION,15340,Caposaldo Moscato,750.0,13.99,9.45,12,113.4,12.0,167.88,13.99,1.35,9139.380000000001,54.47999999999999,32.45175125089349,1.0,1.4804232804232804,9.450000000000001,Small,0.0
4692,KOBRAND CORPORATION,15545,M Chiarlo Barolo Cerequio,750.0,79.99,51.94,6,311.64,11.0,879.89,799.9,1.2100000000000002,9139.380000000001,568.25,64.58193637841094,1.8333333333333333,2.8234180464638685,51.94,Small,-399.95
4692,KOBRAND CORPORATION,15820,Mont Redon CdP Red,750.0,36.99,517.8600000000002,218,5375.880000000001,373.0,13797.269999999957,8174.7899999999645,41.37999999999991,9139.380000000001,8421.389999999956,61.03663985701506,1.7110091743119267,2.5665137614678812,24.660000000000004,Medium,-5733.450000000001
4692,KOBRAND CORPORATION,15824,Nozzole Chianti Clsc RSV,750.0,18.99,3079.5100000000043,3232,34679.359999999855,3373.0,59229.2699999998,33212.130000001256,374.9100000000109,9139.380000000001,24549.909999999945,41.448949142881595,1.0436262376237624,1.7079112763326674,10.729999999999956,Large,-2677.5899999999997
4692,KOBRAND CORPORATION,15951,Tenuta Sette Ponti Oreno,750.0,79.99,182.39999999999998,24,875.52,51.0,2753.4899999999993,971.82,5.710000000000001,9139.380000000001,1877.9699999999993,68.20326204199034,2.125,3.144976699561403,36.48,Small,-2159.73
4692,KOBRAND CORPORATION,16196,Croft Tawny Porto,750.0,11.99,7.99,24,191.76,16.0,191.84000000000003,119.89999999999998,1.7800000000000005,9139.380000000001,0.08000000000004093,0.041701417848228166,0.6666666666666666,1.0004171881518567,7.989999999999999,Small,95.92
4692,KOBRAND CORPORATION,16359,St Francis White Splash,750.0,5.99,4.02,12,48.24,12.0,71.88000000000001,59.90000000000001,1.32,9139.380000000001,23.640000000000008,32.88814691151921,1.0,1.4900497512437811,4.0200000000000005,Small,0.0
4692,KOBRAND CORPORATION,16889,The Seeker Malbec,750.0,11.99,506.3500000000006,771,6006.089999999992,771.0,9318.28999999992,5815.1999999999325,85.48999999999984,9139.380000000001,3312.199999999929,35.54514830510702,1.0,1.5514735876418657,7.789999999999989,Medium,0.0
4692,KOBRAND CORPORATION,16891,The Seeker Svgn Bl,750.0,11.99,960.5700000000015,1448,11888.080000000027,1424.0,17203.759999999867,9843.859999999862,158.19000000000102,9139.380000000001,5315.67999999984,30.898361753476454,0.9834254143646409,1.447143693514834,8.210000000000019,Medium,287.76
4692,KOBRAND CORPORATION,17142,Caposaldo Sweet Moscato,750.0,14.99,31.56,64,504.96000000000004,38.0,569.62,389.7400000000001,4.209999999999999,9139.380000000001,64.65999999999997,11.351427267301002,0.59375,1.1280497465145753,7.890000000000001,Small,389.74
4692,KOBRAND CORPORATION,17916,Tenuta San Guido 09 Sassacia,750.0,169.99,110.38,3,331.14,12.0,2039.88,1019.94,1.35,9139.380000000001,1708.7400000000002,83.76669215836226,4.0,6.160173944555174,110.38,Small,-1529.91
4692,KOBRAND CORPORATION,18284,Michele Chiarlo Arneis,750.0,16.99,22.36,16,178.88,70.0,1141.3000000000002,604.6300000000002,7.770000000000003,9139.380000000001,962.4200000000002,84.32664505388591,4.375,6.380254919499107,11.18,Small,-917.4599999999999
4692,KOBRAND CORPORATION,18332,Ch Daqueria Tavel Rose,750.0,12.99,658.1600000000002,1386,12002.760000000006,1463.0,19595.36999999998,9182.169999999885,162.94000000000128,9139.380000000001,7592.609999999975,38.74695910309416,1.0555555555555556,1.6325720084380568,8.660000000000004,Medium,-1000.23
4692,KOBRAND CORPORATION,18507,Cakebread Cab Svgn,750.0,64.99,6854.540000000023,1786,79494.86000000004,1695.0,110158.05000000102,60960.61999999947,188.38000000000224,9139.380000000001,30663.190000000977,27.835632529806663,0.9490481522956327,1.3857254418713483,44.510000000000026,Large,5914.089999999999
4692,KOBRAND CORPORATION,19035,Bollini Pinot Grigio,750.0,13.99,926.2199999999975,1680,12062.399999999985,1760.0,21541.400000000078,8278.119999999886,196.52000000000194,9139.380000000001,9479.000000000093,44.00363950346801,1.0476190476190477,1.7858303488526417,7.179999999999991,Large,-1119.2
4692,KOBRAND CORPORATION,19201,Jadot 12 Steel Chard,750.0,16.99,57.400000000000006,66,757.68,49.0,832.51,186.89000000000001,5.530000000000001,9139.380000000001,74.83000000000004,8.98848061885143,0.7424242424242424,1.0987620103473763,11.479999999999999,Small,288.83
4692,KOBRAND CORPORATION,19430,Taittinger La Francaise,375.0,20.99,139.89999999999998,127,1776.73,118.0,2476.8199999999983,1364.3500000000004,6.799999999999992,9139.380000000001,700.0899999999983,28.265679379203927,0.9291338582677166,1.394032858115751,13.99,Medium,188.91
4692,KOBRAND CORPORATION,19722,Taittinger Brut Millesime,750.0,69.99,45.45,6,272.7,6.0,419.94,69.99,0.68,9139.380000000001,147.24,35.06215173596228,1.0,1.53993399339934,45.449999999999996,Small,0.0
4692,KOBRAND CORPORATION,19798,Jadot Beaujolais Villages,375.0,5.99,10.92,134,365.82,200.0,860.0000000000005,204.56000000000006,11.250000000000002,9139.380000000001,494.18000000000046,57.462790697674436,1.492537313432836,2.3508829478978748,2.73,Medium,-395.34000000000003
4692,KOBRAND CORPORATION,19896,Masi Soave 2012 Classico,750.0,11.49,2535.459999999976,5131,33967.21999999993,7426.0,51121.74000000021,17316.739999999823,831.0300000000177,9139.380000000001,17154.52000000028,33.556213070995256,1.4472812317287078,1.505031615775454,6.619999999999986,Large,-26369.55
4692,KOBRAND CORPORATION,19962,St Francis Merlot,750.0,17.99,3243.9400000000064,3694,36422.839999999924,3536.0,56057.64000000008,31997.8500000014,392.6900000000143,9139.380000000001,19634.800000000156,35.0260910020474,0.9572279371954521,1.5390793249510526,9.85999999999998,Large,2842.4199999999996
4692,KOBRAND CORPORATION,20108,Sassacaia,750.0,169.99,698.5800000000002,16,1862.88,51.0,8669.489999999998,5439.679999999996,5.670000000000001,9139.380000000001,6806.609999999998,78.51223082326642,3.1875,4.653810229322338,116.43,Small,-5949.650000000001
4692,KOBRAND CORPORATION,20265,Louis Jadot Nuits St Geo 11,750.0,74.99,49.01,12,588.12,12.0,899.88,74.99,1.35,9139.380000000001,311.76,34.64461928257101,1.0,1.530095898796164,49.01,Small,0.0
4692,KOBRAND CORPORATION,20274,Louis Jadot Chmble-Musgny 11,750.0,49.99,34.48,1,34.48,2.0,99.98,99.98,0.22,9139.380000000001,65.5,65.5131026205241,2.0,2.899651972157773,34.48,Small,-49.99
4692,KOBRAND CORPORATION,20419,Spalletti Toscana Rosso Palz,750.0,19.49,2076.839999999997,2838,36383.16000000001,3047.0,59386.029999999904,33016.06000000116,338.5700000000097,9139.380000000001,23002.869999999893,38.7344801462565,1.073643410852713,1.6322394756255336,12.820000000000004,Large,-4073.41
4692,KOBRAND CORPORATION,20420,Vigne A Porrona Rosso,750.0,12.99,8.66,1,8.66,21.0,272.79,194.85000000000002,2.3300000000000005,9139.380000000001,264.13,96.82539682539681,21.0,31.500000000000004,8.66,Small,-259.8
4692,KOBRAND CORPORATION,20422,M Chiarlo Barberesco Anni 09,750.0,27.99,90.3,26,469.56,455.0,12735.449999999939,8005.139999999954,50.449999999999875,9139.380000000001,12265.88999999994,96.31296891747051,17.5,27.122093023255683,18.06,Small,-12007.71
4692,KOBRAND CORPORATION,20664,Fonseca Porto 11,750.0,89.99,58.82,11,647.02,11.0,989.89,89.99,1.24,9139.380000000001,342.87,34.63718190910101,1.0,1.5299217953077184,58.82,Small,0.0
4692,KOBRAND CORPORATION,20666,Taylor Fladgate 11 Port,750.0,89.99,62.06,4,248.24,9.0,809.91,539.9399999999999,1.0,9139.380000000001,561.67,69.34968082873405,2.25,3.262608765710602,62.06,Small,-449.95
4692,KOBRAND CORPORATION,20668,Taylor Fladgate 11 Port,375.0,45.99,31.07,6,186.42,13.0,597.87,321.93,0.7500000000000002,9139.380000000001,411.45000000000005,68.81930854533594,2.1666666666666665,3.2071129707112975,31.069999999999997,Small,-321.93
4692,KOBRAND CORPORATION,20669,Croft Port 11,750.0,79.99,103.88,3,155.82,13.0,1039.87,719.91,1.4400000000000002,9139.380000000001,884.05,85.01543462163539,4.333333333333333,6.673533564369143,51.94,Small,-799.9
4692,KOBRAND CORPORATION,21032,Taylor Fladgate 10-Yr Tawny,750.0,25.99,4142.879999999978,2992,45239.03999999998,2991.0,72904.0899999999,54756.6099999991,330.6700000000142,9139.380000000001,27665.049999999916,37.94718513049125,0.9996657754010695,1.6115304391958787,15.119999999999992,Large,25.99
4692,KOBRAND CORPORATION,21033,Taylor Fladgate 20-Yr Tawny,750.0,41.99,5862.020000000015,2381,64025.09000000005,2272.0,91592.28000000166,69312.83999999941,251.0900000000079,9139.380000000001,27567.19000000161,30.097722209776972,0.9542209155816883,1.4305685474241674,26.89000000000002,Large,4576.91
4692,KOBRAND CORPORATION,21311,Cakebread Clrs Two Creeks 12,750.0,39.99,617.3199999999998,263,7058.919999999998,404.0,16155.959999999937,11237.189999999951,44.68999999999988,9139.380000000001,9097.039999999939,56.30764126675217,1.5361216730038023,2.2887297206938086,26.839999999999993,Medium,-5638.59
4692,KOBRAND CORPORATION,21864,Dom Carneros Brut,750.0,22.99,3487.6700000000037,2551,38851.72999999992,2513.0,65147.86999999993,37467.61000000054,279.06000000000654,9139.380000000001,26296.140000000007,40.363775515607855,0.9851038808310466,1.6768331809162695,15.22999999999997,Large,873.6199999999999
4692,KOBRAND CORPORATION,22065,Dom Zind Humbrecht Rsl 12,750.0,21.99,119.68000000000004,142,2124.32,119.0,2616.809999999998,1759.2000000000005,13.189999999999992,9139.380000000001,492.48999999999796,18.820242967582605,0.8380281690140845,1.2318341869398197,14.96,Medium,505.77
4692,KOBRAND CORPORATION,22067,Dom Zind Humbrecht Pnt Bl 12,750.0,21.99,87.36,60,873.6,44.0,967.5600000000003,725.6700000000002,4.859999999999999,9139.380000000001,93.96000000000026,9.711025672826516,0.7333333333333333,1.1075549450549453,14.56,Small,351.84
4692,KOBRAND CORPORATION,22473,Cakebread Clrs Cab Svgn 11,1500.0,129.99,86.09,5,430.45,6.0,779.94,519.96,1.34,9139.380000000001,349.49000000000007,44.809857168500145,1.2,1.8119177604832155,86.09,Small,-129.99
4692,KOBRAND CORPORATION,22533,Jadot Marsannay Clos Roy 12,750.0,34.99,23.02,1,23.02,10.0,349.90000000000003,314.91,1.1,9139.380000000001,326.88000000000005,93.42097742212061,10.0,15.199826238053868,23.02,Small,-314.91
4692,KOBRAND CORPORATION,22534,Jadot Fixin 12,750.0,34.99,22.72,2,45.44,6.0,209.94,174.95000000000002,0.66,9139.380000000001,164.5,78.35572068209964,3.0,4.620158450704226,22.72,Small,-139.96
4692,KOBRAND CORPORATION,22539,Jadot Beaune Bressandes 12,750.0,44.99,29.6,3,88.8,4.0,179.96,89.98,0.45,9139.380000000001,91.16000000000001,50.65570126694821,1.3333333333333333,2.0265765765765766,29.599999999999998,Small,-44.99
4692,KOBRAND CORPORATION,22543,Jadot Santenay Clos Rous 12,750.0,34.99,23.48,1,23.48,4.0,139.96,104.97,0.44,9139.380000000001,116.48,83.22377822234924,4.0,5.960817717206133,23.48,Small,-104.97
4692,KOBRAND CORPORATION,22547,Jadot Savigny Narbantons 12,750.0,34.99,22.57,3,67.71,3.0,104.97,104.97,0.33,9139.380000000001,37.260000000000005,35.49585595884539,1.0,1.5502879929109439,22.569999999999997,Small,0.0
4692,KOBRAND CORPORATION,22549,Jadot Savigny Les Beaune 12,750.0,34.99,46.66,5,116.64999999999999,14.0,489.86000000000007,314.91,1.5500000000000005,9139.380000000001,373.2100000000001,76.18707385783694,2.8,4.199399914273468,23.33,Small,-314.91
4692,KOBRAND CORPORATION,22554,Jadot Pernand Croix Blanc 12,750.0,34.99,23.64,1,23.64,3.0,104.97,69.98,0.33,9139.380000000001,81.33,77.47927979422691,3.0,4.440355329949238,23.64,Small,-69.98
4692,KOBRAND CORPORATION,22827,Taittinger La Francaise,1500.0,84.99,172.29,9,516.87,8.0,679.92,424.95,1.79,9139.380000000001,163.04999999999995,23.980762442640305,0.8888888888888888,1.3154564977653955,57.43,Small,84.99
4692,KOBRAND CORPORATION,23042,Nozzole Le Bruniche Chardon,750.0,12.99,8.9,12,106.8,10.0,129.89999999999998,90.92999999999999,1.11,9139.380000000001,23.09999999999998,17.782909930715924,0.8333333333333334,1.2162921348314606,8.9,Small,25.98
4692,KOBRAND CORPORATION,23778,M Chiarlo Barbera D'Asti,750.0,12.99,1496.4000000000062,2828,18240.599999999995,2713.0,30266.87000000037,14290.309999999765,302.3000000000063,9139.380000000001,12026.270000000375,39.73410531052675,0.9593352192362093,1.6593132901330208,6.449999999999998,Large,1493.8500000000001
4692,KOBRAND CORPORATION,24075,Bouvet Brut,750.0,8.29,61.16000000000001,249,1384.4400000000003,249.0,2064.2099999999987,489.1100000000004,27.919999999999973,9139.380000000001,679.7699999999984,32.931242460796085,1.0,1.491007194244603,5.560000000000001,Medium,0.0
4692,KOBRAND CORPORATION,24188,St Francis Cab Svgn Sonoma,750.0,15.99,7900.200000000116,12531,107140.05000000143,12604.0,197484.7599999995,91165.12000000574,1405.2999999999645,9139.380000000001,90344.70999999809,45.74768706202864,1.0058255526294788,1.8432393862052228,8.550000000000114,Large,-1167.27
4692,KOBRAND CORPORATION,24663,M Chiarlo Rovereto Gavi 13,750.0,15.99,361.3499999999998,1269,13895.549999999997,1057.0,16901.429999999895,8922.419999999907,117.54999999999986,9139.380000000001,3005.8799999998973,17.784767324421164,0.8329393223010244,1.2163196131135434,10.949999999999998,Medium,3389.88
4692,KOBRAND CORPORATION,24664,M Chiarlo 10 Chiarlo Rosso,750.0,9.99,139.02000000000004,849,5620.38,841.0,8401.589999999973,2677.319999999988,94.18000000000004,9139.380000000001,2781.2099999999728,33.10337686080827,0.9905771495877503,1.4948437650123252,6.62,Medium,79.92
4692,KOBRAND CORPORATION,24665,Nardi Casale 08 Bosco Brunel,750.0,27.99,443.90000000000015,1202,23198.6,1202.0,33643.98000000015,14442.839999999904,134.07000000000028,9139.380000000001,10445.38000000015,31.046802429439396,1.0,1.4502590673575195,19.299999999999997,Medium,0.0
4692,KOBRAND CORPORATION,24666,Salviano Orvieto 13 Clsco,750.0,7.99,103.79999999999998,1211,6285.090000000001,1211.0,9675.889999999903,4833.949999999926,134.7700000000002,9139.380000000001,3390.799999999902,35.04380475594427,1.0,1.5394990366088475,5.190000000000001,Medium,0.0
4692,KOBRAND CORPORATION,24720,Tenuta Sette Ponti Crognolo,750.0,27.99,55.62,18,333.71999999999997,39.0,1091.6100000000001,671.7600000000001,4.320000000000001,9139.380000000001,757.8900000000001,69.42864209745238,2.1666666666666665,3.2710355987055024,18.54,Small,-587.79
4692,KOBRAND CORPORATION,24722,Feudo Saia Nero d'Avola 13,750.0,27.99,153.36,52,996.8399999999999,45.0,1285.5500000000002,1085.6200000000001,4.960000000000001,9139.380000000001,288.71000000000026,22.458091867294172,0.8653846153846154,1.289625215681554,19.169999999999998,Small,195.92999999999998
4692,KOBRAND CORPORATION,24723,Tenuta di Biserno Il Pino,750.0,59.99,41.37,6,248.22,13.0,779.87,659.89,1.4300000000000002,9139.380000000001,531.65,68.1716183466475,2.1666666666666665,3.1418499717992106,41.37,Small,-419.93
4692,KOBRAND CORPORATION,24724,Nozzole La Forra Chianti Gra,750.0,36.99,25.34,6,152.04,13.0,480.87000000000006,443.88000000000005,1.4300000000000004,9139.380000000001,328.83000000000004,68.38230706843845,2.1666666666666665,3.162786108918706,25.34,Small,-258.93
4692,KOBRAND CORPORATION,24725,Nozzole Vineto Il Pareto,750.0,62.99,122.69999999999999,19,777.1,21.0,1322.79,944.85,2.32,9139.380000000001,545.6899999999999,41.25295776351499,1.105263157894737,1.7022133573542657,40.9,Small,-125.98
4692,KOBRAND CORPORATION,24727,Nardi Brunllo d Montlcino 10,750.0,52.99,104.58,13,453.17999999999995,50.0,2649.499999999998,1271.76,5.590000000000003,9139.380000000001,2196.3199999999983,82.89564068692205,3.8461538461538463,5.846462774173614,34.86,Small,-1960.63
4692,KOBRAND CORPORATION,24728,Nardi Rosso di Montalcino 13,750.0,21.99,30.12,13,195.78,60.0,1319.4000000000003,769.6500000000002,6.660000000000001,9139.380000000001,1123.6200000000003,85.16143701682583,4.615384615384615,6.739197057922159,15.06,Small,-1033.53
4692,KOBRAND CORPORATION,24732,Masi Serego Alighieri Vaio A,750.0,62.99,82.34,12,494.04,28.0,1763.72,944.85,3.1199999999999997,9139.380000000001,1269.68,71.98875104891933,2.3333333333333335,3.5699943324427172,41.17,Small,-1007.84
4692,KOBRAND CORPORATION,25054,Jadot Clos Vougeot 13,750.0,139.99,183.0,14,1281.0,21.0,2939.79,979.9300000000001,2.36,9139.380000000001,1658.79,56.42545896135438,1.5,2.294918032786885,91.5,Small,-979.9300000000001
4692,KOBRAND CORPORATION,25055,Jadot Echezeaux 13,750.0,179.99,116.88,3,350.64,10.0,1799.9,1259.93,1.11,9139.380000000001,1449.2600000000002,80.51891771765098,3.3333333333333335,5.1331850330823645,116.88,Small,-1259.93
